record_id	month	day	year	plot_id	species_id	sex	hindfoot_length	weight	genus	species	taxa	plot_type
28013	6	27	1998	2	DS	F	51	106	Dipodomys	spectabilis	Rodent	Control
28166	7	18	1998	2	DS	F	51	113	Dipodomys	spectabilis	Rodent	Control
28552	9	20	1998	2	DS	F	51	120	Dipodomys	spectabilis	Rodent	Control
28658	10	24	1998	2	DS	M	51	120	Dipodomys	spectabilis	Rodent	Control
28800	11	21	1998	2	DS	F	51	112	Dipodomys	spectabilis	Rodent	Control
28927	12	22	1998	2	DS	F	53	119	Dipodomys	spectabilis	Rodent	Control
29038	1	16	1999	2	DS	F	51	136	Dipodomys	spectabilis	Rodent	Control
29167	2	20	1999	2	DS	F	50	140	Dipodomys	spectabilis	Rodent	Control
29313	3	14	1999	2	DS	F	52	153	Dipodomys	spectabilis	Rodent	Control
29433	4	17	1999	2	DS	M	48	87	Dipodomys	spectabilis	Rodent	Control
29436	4	17	1999	2	DS	F	51	131	Dipodomys	spectabilis	Rodent	Control
29573	5	15	1999	2	DS	M	50	96	Dipodomys	spectabilis	Rodent	Control
29706	6	12	1999	2	DS	M	49	102	Dipodomys	spectabilis	Rodent	Control
933	5	19	1978	2	PP	F	20	13	Chaetodipus	penicillatus	Rodent	Control
1294	9	4	1978	2	PP	M	21	19	Chaetodipus	penicillatus	Rodent	Control
1898	7	4	1979	2	PP	M	20	10	Chaetodipus	penicillatus	Rodent	Control
8405	9	11	1983	2	PP	F	22	18	Chaetodipus	penicillatus	Rodent	Control
13472	9	27	1987	2	PP	M	21	16	Chaetodipus	penicillatus	Rodent	Control
13475	9	27	1987	2	PP	F	23	18	Chaetodipus	penicillatus	Rodent	Control
13576	10	25	1987	2	PP	F	24	19	Chaetodipus	penicillatus	Rodent	Control
16400	7	30	1989	2	PP	M	24	17	Chaetodipus	penicillatus	Rodent	Control
16729	11	5	1989	2	PP	M	22	15	Chaetodipus	penicillatus	Rodent	Control
18646	4	21	1991	2	PP	M	20	15	Chaetodipus	penicillatus	Rodent	Control
18848	7	12	1991	2	PP	F	23	15	Chaetodipus	penicillatus	Rodent	Control
18920	8	7	1991	2	PP	F	22	14	Chaetodipus	penicillatus	Rodent	Control
19038	9	9	1991	2	PP	F	23	15	Chaetodipus	penicillatus	Rodent	Control
19102	10	10	1991	2	PP	F	21	16	Chaetodipus	penicillatus	Rodent	Control
19947	5	2	1992	2	PP	F	22	16	Chaetodipus	penicillatus	Rodent	Control
19950	5	2	1992	2	PP	M	21	19	Chaetodipus	penicillatus	Rodent	Control
20041	5	30	1992	2	PP	F	22	20	Chaetodipus	penicillatus	Rodent	Control
20243	8	29	1992	2	PP	M	20	19	Chaetodipus	penicillatus	Rodent	Control
21510	4	10	1994	2	PP	M	22	18	Chaetodipus	penicillatus	Rodent	Control
21726	8	17	1994	2	PP	F	21	15	Chaetodipus	penicillatus	Rodent	Control
21764	9	6	1994	2	PP	F	21	15	Chaetodipus	penicillatus	Rodent	Control
21810	10	12	1994	2	PP	F	21	14	Chaetodipus	penicillatus	Rodent	Control
22381	6	27	1995	2	PP	M	22	21	Chaetodipus	penicillatus	Rodent	Control
22440	7	20	1995	2	PP	F	19	15	Chaetodipus	penicillatus	Rodent	Control
22441	7	20	1995	2	PP	F	19	17	Chaetodipus	penicillatus	Rodent	Control
22446	7	20	1995	2	PP	M	21	19	Chaetodipus	penicillatus	Rodent	Control
22449	7	20	1995	2	PP	F	19	9	Chaetodipus	penicillatus	Rodent	Control
22464	7	20	1995	2	PP	F	20	15	Chaetodipus	penicillatus	Rodent	Control
22542	8	26	1995	2	PP	F	23	18	Chaetodipus	penicillatus	Rodent	Control
22546	8	26	1995	2	PP	F	21	14	Chaetodipus	penicillatus	Rodent	Control
22557	8	26	1995	2	PP	M	23	19	Chaetodipus	penicillatus	Rodent	Control
22663	9	23	1995	2	PP	F	19	11	Chaetodipus	penicillatus	Rodent	Control
22669	9	23	1995	2	PP	F	20	17	Chaetodipus	penicillatus	Rodent	Control
22672	9	23	1995	2	PP	F	18	13	Chaetodipus	penicillatus	Rodent	Control
22673	9	23	1995	2	PP	F	21	16	Chaetodipus	penicillatus	Rodent	Control
22682	9	23	1995	2	PP	F	21	16	Chaetodipus	penicillatus	Rodent	Control
22691	9	23	1995	2	PP	M	22	20	Chaetodipus	penicillatus	Rodent	Control
22692	9	23	1995	2	PP	F	21	14	Chaetodipus	penicillatus	Rodent	Control
22696	9	23	1995	2	PP	F	20	17	Chaetodipus	penicillatus	Rodent	Control
22727	9	23	1995	2	PP	F	21	16	Chaetodipus	penicillatus	Rodent	Control
22831	10	28	1995	2	PP	F	22	14	Chaetodipus	penicillatus	Rodent	Control
22836	10	28	1995	2	PP	F	21	16	Chaetodipus	penicillatus	Rodent	Control
22851	10	28	1995	2	PP	F	22	14	Chaetodipus	penicillatus	Rodent	Control
22878	10	28	1995	2	PP	F	19	13	Chaetodipus	penicillatus	Rodent	Control
22886	10	28	1995	2	PP	F	21	13	Chaetodipus	penicillatus	Rodent	Control
22910	10	28	1995	2	PP	F	24	17	Chaetodipus	penicillatus	Rodent	Control
23028	12	2	1995	2	PP	F	22	14	Chaetodipus	penicillatus	Rodent	Control
23353	2	24	1996	2	PP	F	22	17	Chaetodipus	penicillatus	Rodent	Control
23501	3	23	1996	2	PP	F	23	18	Chaetodipus	penicillatus	Rodent	Control
23676	4	14	1996	2	PP	F	23	20	Chaetodipus	penicillatus	Rodent	Control
23892	5	23	1996	2	PP	F	24	21	Chaetodipus	penicillatus	Rodent	Control
23913	5	23	1996	2	PP	F	21	13	Chaetodipus	penicillatus	Rodent	Control
24039	6	13	1996	2	PP	F	23	21	Chaetodipus	penicillatus	Rodent	Control
24048	6	13	1996	2	PP	F	22	17	Chaetodipus	penicillatus	Rodent	Control
24172	7	20	1996	2	PP	M	22	17	Chaetodipus	penicillatus	Rodent	Control
24185	7	20	1996	2	PP	F	22	17	Chaetodipus	penicillatus	Rodent	Control
24217	7	20	1996	2	PP	M	23	12	Chaetodipus	penicillatus	Rodent	Control
24307	8	14	1996	2	PP	F	22	19	Chaetodipus	penicillatus	Rodent	Control
24318	8	14	1996	2	PP	M	23	15	Chaetodipus	penicillatus	Rodent	Control
24418	9	21	1996	2	PP	F	20	20	Chaetodipus	penicillatus	Rodent	Control
24435	9	21	1996	2	PP	F	23	21	Chaetodipus	penicillatus	Rodent	Control
25430	4	12	1997	2	PP	F	23	22	Chaetodipus	penicillatus	Rodent	Control
25453	4	12	1997	2	PP	F	23	21	Chaetodipus	penicillatus	Rodent	Control
25474	4	12	1997	2	PP	M	23	22	Chaetodipus	penicillatus	Rodent	Control
25477	4	12	1997	2	PP	M	22	22	Chaetodipus	penicillatus	Rodent	Control
25480	4	12	1997	2	PP	F	21	22	Chaetodipus	penicillatus	Rodent	Control
25522	4	12	1997	2	PP	M	22	20	Chaetodipus	penicillatus	Rodent	Control
25529	4	12	1997	2	PP	M	23	25	Chaetodipus	penicillatus	Rodent	Control
25695	5	10	1997	2	PP	M	22	20	Chaetodipus	penicillatus	Rodent	Control
25727	5	10	1997	2	PP	F	21	22	Chaetodipus	penicillatus	Rodent	Control
25753	5	10	1997	2	PP	M	21	18	Chaetodipus	penicillatus	Rodent	Control
25779	5	10	1997	2	PP	F	21	18	Chaetodipus	penicillatus	Rodent	Control
25977	6	9	1997	2	PP	M	23	22	Chaetodipus	penicillatus	Rodent	Control
25991	6	9	1997	2	PP	F	21	19	Chaetodipus	penicillatus	Rodent	Control
25994	6	9	1997	2	PP	M	22	14	Chaetodipus	penicillatus	Rodent	Control
26476	7	9	1997	2	PP	M	23	16	Chaetodipus	penicillatus	Rodent	Control
26576	7	29	1997	2	PP	F	23	18	Chaetodipus	penicillatus	Rodent	Control
26586	7	29	1997	2	PP	M	23	19	Chaetodipus	penicillatus	Rodent	Control
26627	7	29	1997	2	PP	M	23	20	Chaetodipus	penicillatus	Rodent	Control
26789	9	27	1997	2	PP	F	21	16	Chaetodipus	penicillatus	Rodent	Control
27690	3	29	1998	2	PP	M	21	18	Chaetodipus	penicillatus	Rodent	Control
27725	3	29	1998	2	PP	M	20	20	Chaetodipus	penicillatus	Rodent	Control
27763	5	2	1998	2	PP	F	22	18	Chaetodipus	penicillatus	Rodent	Control
27768	5	2	1998	2	PP	M	21	19	Chaetodipus	penicillatus	Rodent	Control
27875	5	28	1998	2	PP	M	22	21	Chaetodipus	penicillatus	Rodent	Control
27894	5	28	1998	2	PP	M	21	21	Chaetodipus	penicillatus	Rodent	Control
28030	6	27	1998	2	PP	F	23	20	Chaetodipus	penicillatus	Rodent	Control
28054	6	27	1998	2	PP	M	22	15	Chaetodipus	penicillatus	Rodent	Control
28069	6	27	1998	2	PP	M	22	13	Chaetodipus	penicillatus	Rodent	Control
28228	7	18	1998	2	PP	M	23	16	Chaetodipus	penicillatus	Rodent	Control
28324	8	22	1998	2	PP	F	24	18	Chaetodipus	penicillatus	Rodent	Control
28327	8	22	1998	2	PP	M	22	16	Chaetodipus	penicillatus	Rodent	Control
28329	8	22	1998	2	PP	M	21	11	Chaetodipus	penicillatus	Rodent	Control
28553	9	20	1998	2	PP	M	20	12	Chaetodipus	penicillatus	Rodent	Control
28559	9	20	1998	2	PP	M	22	16	Chaetodipus	penicillatus	Rodent	Control
28562	9	20	1998	2	PP	M	21	12	Chaetodipus	penicillatus	Rodent	Control
29437	4	17	1999	2	PP	M	23	22	Chaetodipus	penicillatus	Rodent	Control
29574	5	15	1999	2	PP	M	22	14	Chaetodipus	penicillatus	Rodent	Control
29576	5	15	1999	2	PP	M	22	29	Chaetodipus	penicillatus	Rodent	Control
29702	6	12	1999	2	PP	M	21	19	Chaetodipus	penicillatus	Rodent	Control
29822	9	11	1999	2	PP	F	22	18	Chaetodipus	penicillatus	Rodent	Control
29862	10	9	1999	2	PP	M	22	19	Chaetodipus	penicillatus	Rodent	Control
29863	10	9	1999	2	PP	F	22	17	Chaetodipus	penicillatus	Rodent	Control
29947	11	6	1999	2	PP	M	21	15	Chaetodipus	penicillatus	Rodent	Control
29948	11	6	1999	2	PP	F	22	12	Chaetodipus	penicillatus	Rodent	Control
29949	11	6	1999	2	PP	F	22	13	Chaetodipus	penicillatus	Rodent	Control
30064	12	5	1999	2	PP	M	21	18	Chaetodipus	penicillatus	Rodent	Control
30069	12	5	1999	2	PP	F	23	22	Chaetodipus	penicillatus	Rodent	Control
30170	1	8	2000	2	PP	M	21	17	Chaetodipus	penicillatus	Rodent	Control
30301	2	5	2000	2	PP	M	22	18	Chaetodipus	penicillatus	Rodent	Control
30302	2	5	2000	2	PP	F	22	17	Chaetodipus	penicillatus	Rodent	Control
30304	2	5	2000	2	PP	M	22	18	Chaetodipus	penicillatus	Rodent	Control
30306	2	5	2000	2	PP	M	22	17	Chaetodipus	penicillatus	Rodent	Control
30431	3	4	2000	2	PP	M	22	21	Chaetodipus	penicillatus	Rodent	Control
30432	3	4	2000	2	PP	F	23	17	Chaetodipus	penicillatus	Rodent	Control
30434	3	4	2000	2	PP	M	22	22	Chaetodipus	penicillatus	Rodent	Control
30439	3	4	2000	2	PP	M	22	19	Chaetodipus	penicillatus	Rodent	Control
30608	4	30	2000	2	PP	M	22	22	Chaetodipus	penicillatus	Rodent	Control
30609	4	30	2000	2	PP	M	21	19	Chaetodipus	penicillatus	Rodent	Control
30733	6	3	2000	2	PP	M	27	10	Chaetodipus	penicillatus	Rodent	Control
30740	6	3	2000	2	PP	M	22	14	Chaetodipus	penicillatus	Rodent	Control
30913	7	1	2000	2	PP	F	21	16	Chaetodipus	penicillatus	Rodent	Control
30915	7	1	2000	2	PP	M	22	18	Chaetodipus	penicillatus	Rodent	Control
31106	7	22	2000	2	PP	M	23	17	Chaetodipus	penicillatus	Rodent	Control
31107	7	22	2000	2	PP	M	22	14	Chaetodipus	penicillatus	Rodent	Control
31108	7	22	2000	2	PP	M	23	15	Chaetodipus	penicillatus	Rodent	Control
31204	8	25	2000	2	PP	F	21	14	Chaetodipus	penicillatus	Rodent	Control
31207	8	25	2000	2	PP	M	23	17	Chaetodipus	penicillatus	Rodent	Control
31208	8	25	2000	2	PP	M	22	15	Chaetodipus	penicillatus	Rodent	Control
31209	8	25	2000	2	PP	F	22	15	Chaetodipus	penicillatus	Rodent	Control
31211	8	25	2000	2	PP	M	23	19	Chaetodipus	penicillatus	Rodent	Control
31214	8	25	2000	2	PP	M	23	17	Chaetodipus	penicillatus	Rodent	Control
31387	9	30	2000	2	PP	M	22	15	Chaetodipus	penicillatus	Rodent	Control
31389	9	30	2000	2	PP	M	22	17	Chaetodipus	penicillatus	Rodent	Control
31944	4	21	2001	2	PP	F	22	21	Chaetodipus	penicillatus	Rodent	Control
31947	4	21	2001	2	PP	M	22	24	Chaetodipus	penicillatus	Rodent	Control
32162	6	25	2001	2	PP	M	22	22	Chaetodipus	penicillatus	Rodent	Control
32163	6	25	2001	2	PP	M	23	16	Chaetodipus	penicillatus	Rodent	Control
32164	6	25	2001	2	PP	M	22	17	Chaetodipus	penicillatus	Rodent	Control
32378	8	25	2001	2	PP	M	23	19	Chaetodipus	penicillatus	Rodent	Control
32379	8	25	2001	2	PP	F	22	17	Chaetodipus	penicillatus	Rodent	Control
32387	8	25	2001	2	PP	M	22	18	Chaetodipus	penicillatus	Rodent	Control
32599	9	22	2001	2	PP	M	22	20	Chaetodipus	penicillatus	Rodent	Control
32606	9	22	2001	2	PP	M	24	19	Chaetodipus	penicillatus	Rodent	Control
32608	9	22	2001	2	PP	M	22	18	Chaetodipus	penicillatus	Rodent	Control
32609	9	22	2001	2	PP	M	23	17	Chaetodipus	penicillatus	Rodent	Control
32819	10	13	2001	2	PP	M	23	19	Chaetodipus	penicillatus	Rodent	Control
32824	10	13	2001	2	PP	M	23	19	Chaetodipus	penicillatus	Rodent	Control
32830	10	13	2001	2	PP	M	21	16	Chaetodipus	penicillatus	Rodent	Control
33034	11	17	2001	2	PP	M	21	16	Chaetodipus	penicillatus	Rodent	Control
33226	12	15	2001	2	PP	M	21	17	Chaetodipus	penicillatus	Rodent	Control
33412	2	9	2002	2	PP	M	22	17	Chaetodipus	penicillatus	Rodent	Control
33578	3	13	2002	2	PP	M	22	20	Chaetodipus	penicillatus	Rodent	Control
33584	3	13	2002	2	PP	M	23	23	Chaetodipus	penicillatus	Rodent	Control
33843	4	17	2002	2	PP	F	22	14	Chaetodipus	penicillatus	Rodent	Control
33845	4	17	2002	2	PP	M	23	22	Chaetodipus	penicillatus	Rodent	Control
33846	4	17	2002	2	PP	F	21	17	Chaetodipus	penicillatus	Rodent	Control
33957	5	15	2002	2	PP	M	23	22	Chaetodipus	penicillatus	Rodent	Control
33959	5	15	2002	2	PP	F	22	20	Chaetodipus	penicillatus	Rodent	Control
33965	5	15	2002	2	PP	F	22	18	Chaetodipus	penicillatus	Rodent	Control
34193	6	15	2002	2	PP	F	20	9	Chaetodipus	penicillatus	Rodent	Control
34197	6	15	2002	2	PP	M	23	22	Chaetodipus	penicillatus	Rodent	Control
34423	7	13	2002	2	PP	M	23	22	Chaetodipus	penicillatus	Rodent	Control
34425	7	13	2002	2	PP	F	20	12	Chaetodipus	penicillatus	Rodent	Control
34430	7	13	2002	2	PP	F	19	13	Chaetodipus	penicillatus	Rodent	Control
34432	7	13	2002	2	PP	F	21	18	Chaetodipus	penicillatus	Rodent	Control
34433	7	13	2002	2	PP	F	20	13	Chaetodipus	penicillatus	Rodent	Control
34434	7	13	2002	2	PP	M	22	15	Chaetodipus	penicillatus	Rodent	Control
34773	10	5	2002	2	PP	F	22	16	Chaetodipus	penicillatus	Rodent	Control
34774	10	5	2002	2	PP	F	20	18	Chaetodipus	penicillatus	Rodent	Control
34984	11	9	2002	2	PP	M	22	14	Chaetodipus	penicillatus	Rodent	Control
34988	11	9	2002	2	PP	F	23	15	Chaetodipus	penicillatus	Rodent	Control
35202	12	7	2002	2	PP	M	21	14	Chaetodipus	penicillatus	Rodent	Control
35401	12	29	2002	2	PP	M	21	14	Chaetodipus	penicillatus	Rodent	Control
35408	12	29	2002	2	PP	M	21	13	Chaetodipus	penicillatus	Rodent	Control
16513	10	7	1989	2	SH	F	32	140	Sigmodon	hispidus	Rodent	Control
16699	11	5	1989	2	SH	M	27	42	Sigmodon	hispidus	Rodent	Control
17327	3	30	1990	2	SH	M	30	69	Sigmodon	hispidus	Rodent	Control
26608	7	29	1997	2	SH	F	30	80	Sigmodon	hispidus	Rodent	Control
26640	7	29	1997	2	SH	F	26	43	Sigmodon	hispidus	Rodent	Control
30738	6	3	2000	2	SH	M	28	48	Sigmodon	hispidus	Rodent	Control
32044	5	26	2001	2	SH	M	30	79	Sigmodon	hispidus	Rodent	Control
32816	10	13	2001	2	SH	F	28	101	Sigmodon	hispidus	Rodent	Control
33029	11	17	2001	2	SH	M	28	65	Sigmodon	hispidus	Rodent	Control
33413	2	9	2002	2	SH	F	30	57	Sigmodon	hispidus	Rodent	Control
33839	4	17	2002	2	SH	M	30	79	Sigmodon	hispidus	Rodent	Control
663	3	11	1978	2	OT	M	18	25	Onychomys	torridus	Rodent	Control
670	3	11	1978	2	OT	F	20	25	Onychomys	torridus	Rodent	Control
918	5	19	1978	2	OT	F	21	30	Onychomys	torridus	Rodent	Control
1472	11	5	1978	2	OT	F	20	23	Onychomys	torridus	Rodent	Control
1924	7	25	1979	2	OT	F	19	25	Onychomys	torridus	Rodent	Control
2003	8	23	1979	2	OT	F	21	27	Onychomys	torridus	Rodent	Control
2011	8	23	1979	2	OT	M	21	20	Onychomys	torridus	Rodent	Control
2050	9	23	1979	2	OT	F	20	23	Onychomys	torridus	Rodent	Control
2054	9	23	1979	2	OT	F	20	29	Onychomys	torridus	Rodent	Control
2392	1	16	1980	2	OT	F	19	20	Onychomys	torridus	Rodent	Control
3232	8	14	1980	2	OT	M	21	30	Onychomys	torridus	Rodent	Control
3311	9	8	1980	2	OT	F	20	21	Onychomys	torridus	Rodent	Control
3528	11	9	1980	2	OT	F	20	21	Onychomys	torridus	Rodent	Control
3587	12	15	1980	2	OT	F	19	21	Onychomys	torridus	Rodent	Control
3740	1	12	1981	2	OT	M	20	27	Onychomys	torridus	Rodent	Control
4956	10	26	1981	2	OT	M	22	22	Onychomys	torridus	Rodent	Control
4958	10	26	1981	2	OT	F	21	22	Onychomys	torridus	Rodent	Control
5018	11	23	1981	2	OT	M	21	23	Onychomys	torridus	Rodent	Control
5020	11	23	1981	2	OT	F	20	22	Onychomys	torridus	Rodent	Control
5305	1	25	1982	2	OT	M	19	24	Onychomys	torridus	Rodent	Control
6562	9	18	1982	2	OT	M	20	28	Onychomys	torridus	Rodent	Control
6809	10	24	1982	2	OT	M	21	27	Onychomys	torridus	Rodent	Control
6928	10	24	1982	2	OT	M	21	28	Onychomys	torridus	Rodent	Control
7058	11	22	1982	2	OT	M	21	27	Onychomys	torridus	Rodent	Control
7270	1	13	1983	2	OT	M	21	26	Onychomys	torridus	Rodent	Control
8127	7	17	1983	2	OT	F	22	29	Onychomys	torridus	Rodent	Control
8148	7	17	1983	2	OT	F	19	27	Onychomys	torridus	Rodent	Control
8372	9	11	1983	2	OT	F	18	24	Onychomys	torridus	Rodent	Control
8490	10	16	1983	2	OT	F	19	26	Onychomys	torridus	Rodent	Control
8506	10	16	1983	2	OT	M	20	24	Onychomys	torridus	Rodent	Control
8650	11	13	1983	2	OT	M	19	24	Onychomys	torridus	Rodent	Control
8670	11	13	1983	2	OT	F	19	25	Onychomys	torridus	Rodent	Control
9789	12	31	1984	2	OT	M	20	21	Onychomys	torridus	Rodent	Control
10827	9	22	1985	2	OT	M	21	22	Onychomys	torridus	Rodent	Control
10946	10	13	1985	2	OT	M	21	28	Onychomys	torridus	Rodent	Control
10953	10	13	1985	2	OT	F	19	20	Onychomys	torridus	Rodent	Control
10956	10	13	1985	2	OT	F	21	26	Onychomys	torridus	Rodent	Control
13484	9	27	1987	2	OT	M	20	24	Onychomys	torridus	Rodent	Control
13607	10	25	1987	2	OT	M	21	23	Onychomys	torridus	Rodent	Control
13637	10	25	1987	2	OT	F	21	24	Onychomys	torridus	Rodent	Control
14288	3	21	1988	2	OT	F	20	26	Onychomys	torridus	Rodent	Control
14416	4	19	1988	2	OT	F	20	27	Onychomys	torridus	Rodent	Control
14521	5	15	1988	2	OT	F	20	30	Onychomys	torridus	Rodent	Control
14736	7	15	1988	2	OT	F	21	38	Onychomys	torridus	Rodent	Control
14903	9	12	1988	2	OT	M	21	21	Onychomys	torridus	Rodent	Control
15099	11	6	1988	2	OT	M	21	23	Onychomys	torridus	Rodent	Control
15134	11	6	1988	2	OT	F	21	24	Onychomys	torridus	Rodent	Control
15646	2	5	1989	2	OT	M	21	24	Onychomys	torridus	Rodent	Control
16411	7	30	1989	2	OT	M	18	22	Onychomys	torridus	Rodent	Control
16704	11	5	1989	2	OT	M	22	22	Onychomys	torridus	Rodent	Control
16708	11	5	1989	2	OT	F	20	23	Onychomys	torridus	Rodent	Control
16849	12	5	1989	2	OT	M	21	22	Onychomys	torridus	Rodent	Control
16961	1	7	1990	2	OT	F	20	23	Onychomys	torridus	Rodent	Control
17545	5	24	1990	2	OT	F	20	25	Onychomys	torridus	Rodent	Control
17918	10	16	1990	2	OT	F	22	24	Onychomys	torridus	Rodent	Control
17997	11	10	1990	2	OT	M	20	22	Onychomys	torridus	Rodent	Control
18000	11	10	1990	2	OT	F	20	20	Onychomys	torridus	Rodent	Control
18094	12	15	1990	2	OT	F	21	26	Onychomys	torridus	Rodent	Control
18117	12	15	1990	2	OT	M	21	22	Onychomys	torridus	Rodent	Control
18228	1	11	1991	2	OT	M	20	22	Onychomys	torridus	Rodent	Control
18232	1	11	1991	2	OT	F	20	25	Onychomys	torridus	Rodent	Control
18343	2	16	1991	2	OT	M	21	27	Onychomys	torridus	Rodent	Control
18347	2	16	1991	2	OT	F	21	24	Onychomys	torridus	Rodent	Control
18375	2	16	1991	2	OT	M	20	24	Onychomys	torridus	Rodent	Control
18468	3	13	1991	2	OT	M	20	29	Onychomys	torridus	Rodent	Control
18733	6	13	1991	2	OT	F	15	28	Onychomys	torridus	Rodent	Control
18839	7	12	1991	2	OT	F	21	21	Onychomys	torridus	Rodent	Control
18909	8	7	1991	2	OT	F	23	31	Onychomys	torridus	Rodent	Control
18911	8	7	1991	2	OT	M	21	20	Onychomys	torridus	Rodent	Control
19017	9	9	1991	2	OT	M	22	22	Onychomys	torridus	Rodent	Control
19019	9	9	1991	2	OT	F	22	24	Onychomys	torridus	Rodent	Control
19040	9	9	1991	2	OT	F	20	18	Onychomys	torridus	Rodent	Control
19124	10	10	1991	2	OT	M	20	24	Onychomys	torridus	Rodent	Control
19136	10	10	1991	2	OT	F	21	21	Onychomys	torridus	Rodent	Control
19223	11	13	1991	2	OT	F	20	24	Onychomys	torridus	Rodent	Control
19238	11	13	1991	2	OT	M	20	25	Onychomys	torridus	Rodent	Control
19251	11	13	1991	2	OT	M	19	25	Onychomys	torridus	Rodent	Control
19436	12	7	1991	2	OT	M	20	23	Onychomys	torridus	Rodent	Control
19439	12	7	1991	2	OT	M	20	24	Onychomys	torridus	Rodent	Control
19576	1	8	1992	2	OT	M	19	22	Onychomys	torridus	Rodent	Control
19639	2	6	1992	2	OT	M	21	20	Onychomys	torridus	Rodent	Control
20014	5	30	1992	2	OT	F	21	23	Onychomys	torridus	Rodent	Control
20020	5	30	1992	2	OT	M	19	16	Onychomys	torridus	Rodent	Control
20024	5	30	1992	2	OT	M	23	30	Onychomys	torridus	Rodent	Control
20036	5	30	1992	2	OT	M	19	28	Onychomys	torridus	Rodent	Control
20205	7	30	1992	2	OT	M	22	23	Onychomys	torridus	Rodent	Control
20462	10	18	1992	2	OT	M	21	23	Onychomys	torridus	Rodent	Control
20728	3	17	1993	2	OT	M	17	26	Onychomys	torridus	Rodent	Control
21340	2	1	1994	2	OT	M	20	36	Onychomys	torridus	Rodent	Control
21400	2	20	1994	2	OT	M	20	27	Onychomys	torridus	Rodent	Control
21492	4	10	1994	2	OT	M	21	31	Onychomys	torridus	Rodent	Control
21494	4	10	1994	2	OT	F	20	30	Onychomys	torridus	Rodent	Control
21577	5	18	1994	2	OT	M	20	32	Onychomys	torridus	Rodent	Control
22566	8	26	1995	2	OT	F	23	19	Onychomys	torridus	Rodent	Control
22719	9	23	1995	2	OT	M	20	27	Onychomys	torridus	Rodent	Control
23038	12	2	1995	2	OT	F	21	23	Onychomys	torridus	Rodent	Control
23151	12	21	1995	2	OT	F	19	22	Onychomys	torridus	Rodent	Control
23164	12	21	1995	2	OT	M	20	29	Onychomys	torridus	Rodent	Control
24176	7	20	1996	2	OT	F	19	23	Onychomys	torridus	Rodent	Control
24413	9	21	1996	2	OT	F	19	31	Onychomys	torridus	Rodent	Control
24426	9	21	1996	2	OT	M	22	27	Onychomys	torridus	Rodent	Control
24705	11	16	1996	2	OT	F	22	27	Onychomys	torridus	Rodent	Control
24806	12	18	1996	2	OT	F	20	27	Onychomys	torridus	Rodent	Control
24825	12	18	1996	2	OT	M	20	23	Onychomys	torridus	Rodent	Control
24981	2	8	1997	2	OT	M	20	24	Onychomys	torridus	Rodent	Control
25206	3	15	1997	2	OT	F	21	39	Onychomys	torridus	Rodent	Control
25233	3	15	1997	2	OT	M	20	32	Onychomys	torridus	Rodent	Control
25261	3	15	1997	2	OT	M	20	27	Onychomys	torridus	Rodent	Control
25486	4	12	1997	2	OT	F	21	29	Onychomys	torridus	Rodent	Control
25761	5	10	1997	2	OT	M	21	27	Onychomys	torridus	Rodent	Control
25839	5	10	1997	2	OT	F	22	31	Onychomys	torridus	Rodent	Control
25973	6	9	1997	2	OT	M	19	18	Onychomys	torridus	Rodent	Control
26015	6	9	1997	2	OT	F	21	31	Onychomys	torridus	Rodent	Control
26341	7	9	1997	2	OT	M	20	30	Onychomys	torridus	Rodent	Control
26507	7	9	1997	2	OT	F	20	28	Onychomys	torridus	Rodent	Control
26565	7	29	1997	2	OT	M	20	18	Onychomys	torridus	Rodent	Control
26604	7	29	1997	2	OT	M	20	28	Onychomys	torridus	Rodent	Control
26613	7	29	1997	2	OT	M	20	24	Onychomys	torridus	Rodent	Control
26808	9	27	1997	2	OT	F	21	34	Onychomys	torridus	Rodent	Control
26842	9	27	1997	2	OT	M	21	26	Onychomys	torridus	Rodent	Control
27192	11	22	1997	2	OT	F	21	24	Onychomys	torridus	Rodent	Control
27221	11	22	1997	2	OT	M	21	22	Onychomys	torridus	Rodent	Control
27323	12	28	1997	2	OT	M	20	22	Onychomys	torridus	Rodent	Control
27343	12	28	1997	2	OT	F	20	26	Onychomys	torridus	Rodent	Control
27438	1	31	1998	2	OT	F	21	25	Onychomys	torridus	Rodent	Control
27461	1	31	1998	2	OT	M	21	22	Onychomys	torridus	Rodent	Control
27727	3	29	1998	2	OT	M	21	23	Onychomys	torridus	Rodent	Control
27780	5	2	1998	2	OT	M	19	29	Onychomys	torridus	Rodent	Control
28555	9	20	1998	2	OT	M	20	20	Onychomys	torridus	Rodent	Control
28557	9	20	1998	2	OT	M	20	20	Onychomys	torridus	Rodent	Control
28656	10	24	1998	2	OT	M	19	23	Onychomys	torridus	Rodent	Control
28659	10	24	1998	2	OT	M	20	27	Onychomys	torridus	Rodent	Control
28664	10	24	1998	2	OT	F	21	28	Onychomys	torridus	Rodent	Control
28666	10	24	1998	2	OT	M	20	22	Onychomys	torridus	Rodent	Control
28803	11	21	1998	2	OT	F	19	23	Onychomys	torridus	Rodent	Control
28923	12	22	1998	2	OT	F	20	23	Onychomys	torridus	Rodent	Control
28924	12	22	1998	2	OT	M	20	27	Onychomys	torridus	Rodent	Control
28925	12	22	1998	2	OT	F	21	31	Onychomys	torridus	Rodent	Control
29030	1	16	1999	2	OT	M	20	22	Onychomys	torridus	Rodent	Control
